horizontal,vertical,label
1.96,1.16,34
1.96,1.07,34
1.96,1.02,34
1.96,1.14,34
1.96,1.11,34
1.96,1.01,34
1.96,1.09,34
1.96,1.14,34
1.96,1.01,34
1.95,1.03,34
1.95,1.14,34
1.95,1.05,34
1.95,1.0,34
1.95,1.12,34
1.95,1.09,34
1.95,0.98,34
1.95,1.06,34
1.96,1.11,34
1.96,0.98,34
1.95,1.0,34
1.95,1.1,34
1.95,1.02,34
1.94,0.97,34
1.94,1.09,34
1.95,1.07,34
1.95,0.97,34
1.95,1.05,34
1.96,1.1,34
1.96,0.98,34
1.94,0.99,34
1.94,1.1,34
1.94,1.02,34
1.93,0.96,34
1.93,1.08,34
1.94,1.06,34
1.94,0.95,34
1.94,1.02,34
1.95,1.07,34
1.94,0.94,34
1.91,0.95,34
1.89,1.06,34
1.87,0.98,34
1.82,0.91,34
1.78,1.02,34
1.75,1.0,34
1.71,0.88,34
1.66,0.95,34
1.63,1.0,34
1.6,0.87,34
1.55,0.88,34
1.52,0.97,34
1.5,0.88,34
1.45,0.82,34
1.42,0.93,34
1.41,0.9,34
1.39,0.79,34
1.36,0.86,34
1.36,0.91,34
1.35,0.78,34
1.33,0.79,34
1.32,0.89,34
1.33,0.81,34
1.32,0.75,34
1.31,0.86,34
1.32,0.85,34
1.32,0.74,34
1.31,0.81,34
1.33,0.86,34
1.34,0.74,34
1.33,0.74,34
1.33,0.85,34
1.35,0.78,34
1.34,0.72,34
1.33,0.83,34
1.35,0.82,34
1.35,0.71,34
1.34,0.78,34
1.35,0.84,34
1.36,0.72,34
1.35,0.72,34
1.35,0.82,34
1.36,0.75,34
1.34,0.68,34
1.33,0.8,34
1.34,0.78,34
1.34,0.67,34
1.32,0.74,34
1.34,0.8,34
1.34,0.68,34
1.33,0.68,34
1.33,0.79,34
1.34,0.72,34
1.33,0.65,34
1.33,0.76,34
1.34,0.75,34
1.34,0.64,34
1.33,0.71,34
1.34,0.77,34
1.35,0.65,34
1.34,0.64,34
1.34,0.74,34
1.35,0.67,34
1.34,0.6,34
1.33,0.72,34
1.33,0.72,34
1.33,0.61,34
1.32,0.68,34
1.33,0.75,34
1.34,0.63,34
1.33,0.63,34
1.33,0.73,34
1.34,0.66,34
1.33,0.6,34
1.32,0.71,34
1.33,0.71,34
1.33,0.6,34
1.32,0.67,34
1.33,0.74,34
1.34,0.62,34
1.33,0.62,34
1.33,0.73,34
1.34,0.67,34
1.33,0.6,34
1.32,0.71,34
1.34,0.71,34
1.34,0.59,34
1.32,0.66,34
1.34,0.72,34
1.34,0.61,34
1.33,0.6,34
1.33,0.71,34
1.35,0.65,34
1.34,0.58,34
1.34,0.69,34
1.35,0.7,34
1.35,0.59,34
1.34,0.65,34
1.35,0.72,34
1.36,0.61,34
1.35,0.61,34
1.35,0.72,34
1.36,0.66,34
1.35,0.59,34
1.34,0.7,34
1.35,0.7,34
1.35,0.59,34
1.34,0.65,34
1.34,0.72,34
1.35,0.61,34
1.34,0.61,34
1.34,0.72,34
1.35,0.66,34
1.34,0.58,34
1.33,0.7,34
1.34,0.71,34
1.34,0.6,34
1.33,0.66,34
1.34,0.74,34
1.36,0.62,34
1.35,0.61,34
1.35,0.72,34
1.36,0.67,34
1.35,0.59,34
1.33,0.7,34
1.34,0.7,34
1.35,0.59,34
1.34,0.65,34
1.35,0.72,34
1.36,0.61,34
1.35,0.6,34
1.34,0.72,34
1.35,0.66,34
1.34,0.58,34
1.33,0.68,34
1.34,0.69,34
1.34,0.58,34
1.33,0.63,34
1.34,0.71,34
1.35,0.6,34
1.34,0.59,34
1.34,0.7,34
1.35,0.64,34
1.34,0.56,34
1.33,0.67,34
1.35,0.69,34
1.35,0.58,34
1.34,0.63,34
1.35,0.71,34
1.36,0.6,34
1.35,0.58,34
1.35,0.69,34
1.36,0.64,34
1.36,0.56,34
1.35,0.67,34
1.36,0.68,34
1.36,0.56,34
1.35,0.62,34
1.35,0.7,34
1.36,0.59,34
1.35,0.57,34
1.35,0.69,34
1.36,0.64,34
1.35,0.55,34
1.34,0.66,34
1.35,0.67,34
1.35,0.56,34
1.33,0.61,34
1.34,0.69,34
1.35,0.59,34
1.34,0.58,34
1.34,0.69,34
1.35,0.64,34
1.35,0.55,34
1.33,0.66,34
1.34,0.67,34
1.34,0.56,34
1.34,0.61,34
1.34,0.69,34
1.35,0.58,34
1.34,0.56,34
1.34,0.68,34
1.35,0.63,34
1.35,0.54,34
1.34,0.65,34
1.35,0.67,34
1.34,0.55,34
1.33,0.6,34
1.33,0.69,34
1.35,0.58,34
1.33,0.56,34
1.33,0.68,34
1.34,0.63,34
1.33,0.54,34
1.32,0.64,34
1.33,0.66,34
1.33,0.54,34
1.32,0.58,34
