horizontal,vertical,label,movement_type
1.41,0.98,2,R
1.39,0.92,2,R
1.36,0.84,2,R
1.31,0.93,2,R
1.3,0.93,2,R
1.27,0.82,2,R
1.23,0.87,2,R
1.21,0.93,2,R
1.2,0.82,2,R
1.17,0.81,2,R
1.15,0.9,2,R
1.15,0.84,2,R
1.13,0.77,2,R
1.1,0.87,2,R
1.11,0.87,2,R
1.1,0.76,2,R
1.08,0.81,2,R
1.07,0.88,2,R
1.08,0.77,2,R
1.05,0.77,2,R
1.04,0.87,2,R
1.04,0.81,2,R
1.03,0.74,2,R
1.02,0.84,2,R
1.03,0.85,2,R
1.04,0.74,2,R
1.03,0.8,2,R
1.03,0.87,2,R
1.05,0.76,2,R
1.04,0.75,2,R
1.04,0.85,2,R
1.06,0.79,2,R
1.05,0.72,2,R
1.05,0.82,2,R
1.06,0.82,2,R
1.07,0.72,2,R
1.06,0.77,2,R
1.06,0.83,2,R
1.08,0.72,2,R
1.07,0.72,2,R
1.07,0.82,2,R
1.08,0.77,2,R
1.08,0.7,2,R
1.06,0.8,2,R
1.07,0.8,2,R
1.08,0.7,2,R
1.07,0.76,2,R
1.08,0.82,2,R
1.1,0.72,2,R
1.09,0.72,2,R
1.09,0.81,2,R
1.1,0.76,2,R
1.08,0.68,2,R
1.06,0.78,2,R
1.06,0.78,2,R
1.06,0.68,2,R
1.04,0.74,2,R
1.05,0.8,2,R
1.06,0.7,2,R
1.06,0.68,2,R
1.05,0.78,2,R
1.07,0.73,2,R
1.06,0.66,2,R
1.05,0.76,2,R
1.07,0.77,2,R
1.08,0.66,2,R
1.07,0.71,2,R
1.09,0.77,2,R
1.1,0.67,2,R
1.1,0.67,2,R
1.09,0.76,2,R
1.11,0.7,2,R
1.1,0.64,2,R
1.09,0.73,2,R
1.1,0.74,2,R
1.1,0.63,2,R
1.09,0.69,2,R
1.1,0.75,2,R
1.12,0.65,2,R
1.11,0.65,2,R
1.11,0.74,2,R
1.12,0.68,2,R
1.11,0.62,2,R
1.1,0.72,2,R
1.11,0.73,2,R
1.13,0.63,2,R
1.12,0.68,2,R
1.13,0.74,2,R
1.15,0.63,2,R
1.14,0.63,2,R
1.13,0.73,2,R
1.14,0.67,2,R
1.13,0.6,2,R
1.12,0.7,2,R
1.13,0.7,2,R
1.14,0.6,2,R
1.13,0.65,2,R
1.14,0.71,2,R
1.16,0.61,2,R
1.15,0.61,2,R
1.15,0.7,2,R
1.17,0.64,2,R
1.18,0.57,2,R
1.17,0.67,2,R
1.18,0.67,2,R
1.19,0.57,2,R
1.17,0.63,2,R
1.17,0.69,2,R
1.17,0.58,2,R
1.16,0.58,2,R
1.17,0.68,2,R
1.2,0.63,2,R
1.21,0.57,2,R
1.24,0.68,2,R
1.29,0.68,2,R
1.33,0.59,2,R
1.36,0.66,2,R
1.4,0.72,2,R
1.46,0.63,2,R
1.49,0.63,2,R
1.52,0.74,2,R
1.57,0.69,2,R
1.59,0.64,2,R
1.62,0.75,2,R
1.66,0.76,2,R
1.7,0.67,2,R
1.71,0.74,2,R
1.75,0.81,2,R
1.78,0.71,2,R
1.78,0.71,2,R
1.8,0.81,2,R
1.82,0.76,2,R
1.82,0.7,2,R
1.81,0.81,2,R
1.82,0.8,2,R
1.82,0.7,2,R
1.8,0.75,2,R
1.81,0.81,2,R
1.82,0.7,2,R
1.81,0.7,2,R
1.81,0.8,2,R
1.82,0.74,2,R
1.81,0.68,2,R
1.79,0.78,2,R
1.8,0.78,2,R
1.81,0.67,2,R
1.79,0.73,2,R
1.8,0.79,2,R
1.81,0.67,2,R
1.8,0.66,2,R
1.8,0.76,2,R
1.81,0.69,2,R
1.8,0.63,2,R
1.78,0.73,2,R
1.78,0.73,2,R
1.78,0.64,2,R
1.76,0.7,2,R
1.77,0.75,2,R
1.78,0.64,2,R
1.77,0.64,2,R
1.76,0.74,2,R
1.77,0.67,2,R
1.76,0.61,2,R
1.74,0.71,2,R
1.75,0.71,2,R
1.75,0.61,2,R
1.74,0.67,2,R
1.75,0.73,2,R
1.76,0.62,2,R
1.75,0.62,2,R
1.75,0.72,2,R
1.76,0.65,2,R
1.76,0.59,2,R
1.75,0.69,2,R
1.77,0.68,2,R
1.78,0.58,2,R
1.76,0.64,2,R
1.77,0.7,2,R
1.77,0.59,2,R
1.76,0.6,2,R
1.75,0.69,2,R
1.76,0.62,2,R
1.75,0.57,2,R
1.74,0.67,2,R
1.75,0.65,2,R
1.75,0.55,2,R
1.74,0.62,2,R
1.75,0.67,2,R
1.77,0.57,2,R
1.76,0.58,2,R
1.76,0.68,2,R
1.77,0.61,2,R
1.75,0.56,2,R
1.74,0.66,2,R
1.75,0.66,2,R
1.75,0.56,2,R
1.73,0.62,2,R
1.74,0.67,2,R
1.75,0.56,2,R
1.74,0.57,2,R
1.73,0.67,2,R
1.74,0.6,2,R
1.72,0.55,2,R
1.71,0.66,2,R
1.71,0.65,2,R
1.71,0.55,2,R
1.7,0.62,2,R
1.71,0.67,2,R
1.72,0.57,2,R
1.71,0.57,2,R
1.71,0.67,2,R
1.72,0.6,2,R
1.7,0.55,2,R
1.69,0.65,2,R
1.7,0.64,2,R
1.7,0.55,2,R
1.68,0.61,2,R
1.69,0.66,2,R
1.7,0.56,2,R
1.68,0.57,2,R
1.68,0.66,2,R
1.68,0.59,2,R
1.67,0.54,2,R
1.66,0.64,2,R
1.67,0.63,2,R
1.66,0.54,2,R
1.65,0.61,2,R
1.66,0.66,2,R
1.66,0.55,2,R
1.65,0.56,2,R
1.65,0.65,2,R
1.66,0.59,2,R
1.65,0.53,2,R
1.64,0.64,2,R
1.65,0.63,2,R
1.66,0.53,2,R
1.64,0.6,2,R
1.66,0.65,2,R
1.66,0.54,2,R
1.64,0.55,2,R
1.63,0.64,2,R
1.64,0.57,2,R
1.62,0.53,2,R
1.62,0.63,2,R
1.63,0.61,2,R
1.63,0.52,2,R
1.62,0.59,2,R
1.62,0.64,2,R
1.63,0.53,2,R
1.62,0.55,2,R
1.61,0.64,2,R
1.63,0.57,2,R
1.62,0.52,2,R
1.61,0.63,2,R
1.62,0.61,2,R
1.62,0.52,2,R
1.6,0.59,2,R
1.61,0.64,2,R
1.61,0.54,2,R
1.59,0.55,2,R
1.59,0.65,2,R
1.6,0.58,2,R
1.58,0.53,2,R
1.58,0.64,2,R
1.59,0.62,2,R
1.59,0.53,2,R
1.57,0.6,2,R
1.58,0.65,2,R
1.59,0.54,2,R
1.58,0.56,2,R
1.58,0.65,2,R
1.6,0.58,2,R
1.59,0.53,2,R
1.58,0.63,2,R
1.59,0.62,2,R
1.59,0.52,2,R
1.57,0.59,2,R
1.58,0.64,2,R
1.58,0.53,2,R
1.57,0.54,2,R
1.56,0.64,2,R
1.58,0.57,2,R
1.57,0.52,2,R
1.56,0.63,2,R
1.57,0.61,2,R
1.58,0.52,2,R
1.56,0.59,2,R
1.57,0.63,2,R
1.58,0.53,2,R
1.57,0.55,2,R
1.56,0.65,2,R
1.57,0.58,2,R
1.56,0.53,2,R
1.55,0.64,2,R
1.56,0.62,2,R
1.56,0.53,2,R
1.55,0.6,2,R
1.56,0.65,2,R
1.56,0.54,2,R
1.55,0.56,2,R
1.55,0.65,2,R
1.57,0.57,2,R
1.55,0.53,2,R
1.54,0.63,2,R
1.55,0.62,2,R
1.55,0.52,2,R
1.53,0.6,2,R
1.53,0.64,2,R
1.54,0.54,2,R
1.53,0.56,2,R
1.53,0.65,2,R
1.55,0.58,2,R
1.54,0.54,2,R
1.54,0.64,2,R
1.55,0.63,2,R
1.54,0.53,2,R
1.53,0.61,2,R
1.54,0.65,2,R
1.55,0.54,2,R
1.54,0.56,2,R
1.54,0.64,2,R
1.55,0.57,2,R
1.55,0.53,2,R
1.55,0.64,2,R
1.57,0.62,2,R
1.57,0.54,2,R
1.56,0.61,2,R
1.58,0.65,2,R
1.58,0.55,2,R
1.57,0.57,2,R
1.56,0.66,2,R
1.58,0.59,2,R
1.57,0.55,2,R
1.56,0.65,2,R
1.57,0.64,2,R
1.57,0.55,2,R
1.55,0.62,2,R
1.56,0.66,2,R
1.57,0.56,2,R
1.55,0.58,2,R
1.55,0.67,2,R
1.57,0.6,2,R
